2.330610440467515687e+01,9.718829449695752132e+00,-9.342645162470720521e+00,2.053782179888660764e+01,2.261745075536489225e+01,-2.889477583389937765e-02,1.944382391306947566e+00,1.676330649148771101e+01,9.437335357372681699e+00,-3.337010933533778978e+00,2.585318721374131545e+00,2.478561977709690467e+01,-1.836212309428356448e+01,-1.990592558231459108e+01,3.811152596433207140e+00,3.206354495084175582e+00,-9.249669502053427195e+00,-1.779626523084136380e+01,-1.648625912044461472e+01,1.542720869891983071e+01,-5.713998836215648858e+00,-7.448762902643795591e+00,-7.278417573377778282e+00,5.644361299313363389e+00,-1.510283527235454137e+01,-1.138375049486469059e+01,4.394353895568243296e+00,-1.164219184252991468e+01,1.665238560372781151e+01,1.296526165671971143e+01,-2.422256963506138838e+00,2.325482721327880853e+01,-1.776306384442863262e+01,-1.811354685710556467e+01,-2.520209424500409412e+01,8.974475300456875360e+00,2.056208618371160313e+01,-5.679282219557264533e-01,3.252085401916620544e+00,-1.608640175953139817e+01,-1.778726158033298077e+01,-1.784869791806423800e+00,-8.738228183827022377e+00,-2.915421736579822287e+00,2.064368361598178048e+00,1.122137301667084053e+01,1.453169280625614768e+01,1.428012611773134566e+01,-2.660954327562642874e+01,-1.671357942657096629e+01
2.354943525631047763e+01,9.718105262266417910e+00,-9.179735579763690367e+00,2.079874488728463078e+01,2.241009126729277767e+01,2.754701040352637298e-01,1.734916058080355095e+00,1.671588937841856648e+01,9.059526757757254245e+00,-4.165529396187401368e+00,2.700302506551247372e+00,2.473500148603150706e+01,-1.817052962808854133e+01,-2.046235347380490666e+01,3.785872022266153269e+00,3.121363906939909505e+00,-9.033553023110959757e+00,-1.773268552407333942e+01,-1.649290489272338789e+01,1.508440556998467130e+01,-5.575361765258574742e+00,-6.877308375498700777e+00,-7.055554552049885686e+00,5.700671559259795629e+00,-1.524568786477744631e+01,-1.178135660322450384e+01,4.774346331049874159e+00,-1.183486165445531313e+01,1.641216442123338837e+01,1.307593275276052225e+01,-2.413667910331937172e+00,2.347526019962186439e+01,-1.744816529218224943e+01,-1.818636817713238329e+01,-2.511500624071350884e+01,9.258643966884326559e+00,2.030058442948098119e+01,-6.215943089036926050e-01,3.116578892225037034e+00,-1.548296887077923500e+01,-1.776280885316682401e+01,-2.215635674445284309e+00,-8.991302281027952148e+00,-2.960307590721323656e+00,1.794877900881992838e+00,1.115674538276425487e+01,1.423653121098972285e+01,1.416657193113199398e+01,-2.719252448749007556e+01,-1.664843939188304489e+01
2.325920196257206740e+01,9.699373058592687613e+00,-9.324104240806823540e+00,2.049644385425580495e+01,2.257237814072759718e+01,-2.914159798425108860e-02,1.940699409876129433e+00,1.672979378290922625e+01,9.418819979880058924e+00,-3.329500883153677648e+00,2.580027809234066272e+00,2.473604958564231993e+01,-1.832555387233924904e+01,-1.986551689457072811e+01,3.803547967185259893e+00,3.200020442629697204e+00,-9.231367978004213271e+00,-1.776070071557117913e+01,-1.645324694425525536e+01,1.539666654249450062e+01,-5.702698174952912424e+00,-7.434422490953963347e+00,-7.264069252931903975e+00,5.633004910065542603e+00,-1.507245637031537022e+01,-1.136056219947120738e+01,4.385176017463520814e+00,-1.161869128847887822e+01,1.661928795605517806e+01,1.293919439504855973e+01,-2.417416197866661065e+00,2.320805034900163122e+01,-1.772781736881641024e+01,-1.807721060582003858e+01,-2.515172677705042403e+01,8.956223929818897034e+00,2.052118260952422446e+01,-5.667375087116229837e-01,3.245710362583145159e+00,-1.605480078792948717e+01,-1.775167592424338991e+01,-1.780865281830195990e+00,-8.720480906084423722e+00,-2.909540125641582708e+00,2.060505252226325634e+00,1.119897249775248760e+01,1.450289578521786282e+01,1.425165094450925984e+01,-2.655568735193962482e+01,-1.668018401233828030e+01
2.350253281420738816e+01,9.698648871163353391e+00,-9.161194658099793386e+00,2.075736694265382809e+01,2.236501865265548261e+01,2.752232818849120188e-01,1.731233076649536962e+00,1.668237666984008172e+01,9.041011380264631470e+00,-4.158019345807299594e+00,2.695011594411182099e+00,2.468543129457692231e+01,-1.813396040614422589e+01,-2.042194478606104369e+01,3.778267393018206022e+00,3.115029854485431127e+00,-9.015251499061745832e+00,-1.769712100880315475e+01,-1.645989271653402852e+01,1.505386341355934121e+01,-5.564061103995838309e+00,-6.862967963808868532e+00,-7.041206231604011379e+00,5.689315170011974843e+00,-1.521530896273827516e+01,-1.175816830783102063e+01,4.765168452945151678e+00,-1.181136110040427667e+01,1.637906677356075491e+01,1.304986549108937055e+01,-2.408827144692459399e+00,2.342848333534468708e+01,-1.741291881657002705e+01,-1.815003192584685721e+01,-2.506463877275983876e+01,9.240392596246348234e+00,2.025968085529360252e+01,-6.204035956595891355e-01,3.110203852891561649e+00,-1.545136789917732223e+01,-1.772722319707723315e+01,-2.211631164469056277e+00,-8.973555003285353493e+00,-2.954425979783084077e+00,1.791014791510140647e+00,1.113434486384590194e+01,1.420773418995143800e+01,1.413809675790990816e+01,-2.713866856380327164e+01,-1.661504397765035890e+01
2.321229952046897793e+01,9.679916667489621318e+00,-9.305563319142924783e+00,2.045506590962500226e+01,2.252730552609030212e+01,-2.938842013460281344e-02,1.937016428445311300e+00,1.669628107433074149e+01,9.400304602387436148e+00,-3.321990832773576319e+00,2.574736897094000998e+00,2.468647939418773873e+01,-1.828898465039493004e+01,-1.982510820682686514e+01,3.795943337937312645e+00,3.193686390175218381e+00,-9.213066453954999346e+00,-1.772513620030099446e+01,-1.642023476806589954e+01,1.536612438606917053e+01,-5.691397513690175103e+00,-7.420082079264131103e+00,-7.249720932486030556e+00,5.621648520817721817e+00,-1.504207746827619907e+01,-1.133737390407772416e+01,4.375998139358797445e+00,-1.159519073442784176e+01,1.658619030838254460e+01,1.291312713337740803e+01,-2.412575432227183736e+00,2.316127348472445391e+01,-1.769257089320418785e+01,-1.804087435453451604e+01,-2.510135930909675039e+01,8.937972559180916932e+00,2.048027903533684579e+01,-5.655467954675194031e-01,3.239335323249670218e+00,-1.602319981632757262e+01,-1.771609026815380261e+01,-1.776860771853967957e+00,-8.702733628341826844e+00,-2.903658514703343130e+00,2.056642142854473665e+00,1.117657197883413467e+01,1.447409876417957797e+01,1.422317577128717403e+01,-2.650183142825282090e+01,-1.664678859810559430e+01
2.345563037210429869e+01,9.679192480060287096e+00,-9.142653736435894629e+00,2.071598899802302540e+01,2.231994603801818755e+01,2.749764597345603079e-01,1.727550095218718829e+00,1.664886396126159696e+01,9.022496002772008694e+00,-4.150509295427198708e+00,2.689720682271116825e+00,2.463586110312234112e+01,-1.809739118419990689e+01,-2.038153609831718072e+01,3.770662763770258774e+00,3.108695802030952304e+00,-8.996949975012531908e+00,-1.766155649353297008e+01,-1.642688054034467271e+01,1.502332125713401112e+01,-5.552760442733100987e+00,-6.848627552119036288e+00,-7.026857911158137959e+00,5.677958780764154056e+00,-1.518493006069910400e+01,-1.173498001243753741e+01,4.755990574840428309e+00,-1.178786054635324021e+01,1.634596912588812145e+01,1.302379822941821885e+01,-2.403986379052982070e+00,2.338170647106750977e+01,-1.737767234095780466e+01,-1.811369567456133467e+01,-2.501427130480616512e+01,9.222141225608368131e+00,2.021877728110622385e+01,-6.192128824154855549e-01,3.103828813558086708e+00,-1.541976692757540945e+01,-1.769163754098764585e+01,-2.207626654492828244e+00,-8.955807725542756614e+00,-2.948544368844844499e+00,1.787151682138288677e+00,1.111194434492754901e+01,1.417893716891315314e+01,1.410962158468782235e+01,-2.708481264011646772e+01,-1.658164856341767290e+01
2.316539707836589201e+01,9.660460276386556799e+00,-9.287022397479026026e+00,2.041368796499420313e+01,2.248223291145300706e+01,-2.963524228495452439e-02,1.933333447014493167e+00,1.666276836575225673e+01,9.381789224894813373e+00,-3.314480782393475433e+00,2.569445984953935280e+00,2.463690920273315399e+01,-1.825241542845061460e+01,-1.978469951908300217e+01,3.788338708689365397e+00,3.187352337720740003e+00,-9.194764929905785422e+00,-1.768957168503080979e+01,-1.638722259187654018e+01,1.533558222964384221e+01,-5.680096852427438670e+00,-7.405741667574298859e+00,-7.235372612040157136e+00,5.610292131569900143e+00,-1.501169856623702792e+01,-1.131418560868424272e+01,4.366820261254074964e+00,-1.157169018037680708e+01,1.655309266070990759e+01,1.288705987170625811e+01,-2.407734666587705963e+00,2.311449662044727660e+01,-1.765732441759196547e+01,-1.800453810324899351e+01,-2.505099184114308031e+01,8.919721188542938606e+00,2.043937546114946358e+01,-5.643560822234159335e-01,3.232960283916194832e+00,-1.599159884472566162e+01,-1.768050461206421176e+01,-1.772856261877740147e+00,-8.684986350599228189e+00,-2.897776903765103995e+00,2.052779033482621696e+00,1.115417145991577996e+01,1.444530174314129489e+01,1.419470059806508999e+01,-2.644797550456601698e+01,-1.661339318387290831e+01
2.340872793000121277e+01,9.659736088957222577e+00,-9.124112814771995872e+00,2.067461105339222627e+01,2.227487342338089249e+01,2.747296375842085969e-01,1.723867113787900696e+00,1.661535125268311219e+01,9.003980625279385919e+00,-4.142999245047097823e+00,2.684429770131051107e+00,2.458629091166775638e+01,-1.806082196225559144e+01,-2.034112741057331775e+01,3.763058134522311526e+00,3.102361749576473926e+00,-8.978648450963317984e+00,-1.762599197826278541e+01,-1.639386836415531334e+01,1.499277910070868280e+01,-5.541459781470364554e+00,-6.834287140429204044e+00,-7.012509590712264540e+00,5.666602391516332382e+00,-1.515455115865993285e+01,-1.171179171704405597e+01,4.746812696735705828e+00,-1.176435999230220553e+01,1.631287147821548444e+01,1.299773096774706893e+01,-2.399145613413504297e+00,2.333492960679033246e+01,-1.734242586534558228e+01,-1.807735942327581213e+01,-2.496390383685249503e+01,9.203889854970389806e+00,2.017787370691884163e+01,-6.180221691713820853e-01,3.097453774224611323e+00,-1.538816595597349846e+01,-1.765605188489805499e+01,-2.203622144516600656e+00,-8.938060447800157959e+00,-2.942662757906605364e+00,1.783288572766436708e+00,1.108954382600919431e+01,1.415014014787487007e+01,1.408114641146573831e+01,-2.703095671642966380e+01,-1.654825314918498691e+01
2.311849463626280254e+01,9.641003885283490504e+00,-9.268481475815127268e+00,2.037231002036340044e+01,2.243716029681571200e+01,-2.988206443530623535e-02,1.929650465583675034e+00,1.662925565717377197e+01,9.363273847402192374e+00,-3.306970732013374104e+00,2.564155072813870007e+00,2.458733901127857280e+01,-1.821584620650629915e+01,-1.974429083133913920e+01,3.780734079441418150e+00,3.181018285266261181e+00,-9.176463405856571498e+00,-1.765400716976062157e+01,-1.635421041568718437e+01,1.530504007321851212e+01,-5.668796191164701348e+00,-7.391401255884466615e+00,-7.221024291594283717e+00,5.598935742322079356e+00,-1.498131966419785677e+01,-1.129099731329075951e+01,4.357642383149352483e+00,-1.154818962632577062e+01,1.651999501303727413e+01,1.286099261003510641e+01,-2.402893900948228634e+00,2.306771975617009574e+01,-1.762207794197973953e+01,-1.796820185196347097e+01,-2.500062437318941022e+01,8.901469817904958504e+00,2.039847188696208491e+01,-5.631653689793123529e-01,3.226585244582719891e+00,-1.595999787312374885e+01,-1.764491895597462090e+01,-1.768851751901512115e+00,-8.667239072856631310e+00,-2.891895292826864416e+00,2.048915924110769726e+00,1.113177094099742703e+01,1.441650472210301004e+01,1.416622542484300418e+01,-2.639411958087921306e+01,-1.657999776964022232e+01
2.336182548789812330e+01,9.640279697854156282e+00,-9.105571893108097115e+00,2.063323310876142358e+01,2.222980080874359743e+01,2.744828154338568860e-01,1.720184132357082563e+00,1.658183854410462743e+01,8.985465247786764920e+00,-4.135489194666996049e+00,2.679138857990985834e+00,2.453672072021317518e+01,-1.802425274031127600e+01,-2.030071872282945478e+01,3.755453505274364279e+00,3.096027697121995104e+00,-8.960346926914104060e+00,-1.759042746299259719e+01,-1.636085618796595753e+01,1.496223694428335271e+01,-5.530159120207627232e+00,-6.819946728739371800e+00,-6.998161270266391121e+00,5.655246002268511596e+00,-1.512417225662076170e+01,-1.168860342165057276e+01,4.737634818630983347e+00,-1.174085943825116907e+01,1.627977383054285099e+01,1.297166370607591723e+01,-2.394304847774026967e+00,2.328815274251315159e+01,-1.730717938973335635e+01,-1.804102317199028960e+01,-2.491353636889882495e+01,9.185638484332409703e+00,2.013697013273146297e+01,-6.168314559272785047e-01,3.091078734891136381e+00,-1.535656498437158568e+01,-1.762046622880846414e+01,-2.199617634540372624e+00,-8.920313170057561081e+00,-2.936781146968365785e+00,1.779425463394584739e+00,1.106714330709084138e+01,1.412134312683658521e+01,1.405267123824365250e+01,-2.697710079274285988e+01,-1.651485773495230092e+01
